adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0000894189-18-005698	1	7	1	ExpensesOverAssets	rr/2012	AcquiredFundFeesAndExpensesOverAssets	rr/2012
0000088053-18-001099	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000088053-18-001101	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000088053-18-001102	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000711080-18-000295	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000827060-18-000119	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-005521	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001580642-18-005341	1	3	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001580642-18-005498	1	4	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001580642-18-005499	1	4	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001580642-18-005569	1	3	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001580642-18-005701	1	5	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-017982	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-018044	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-018115	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001464413-18-000281	1	4	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001464413-18-000287	1	6	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001464413-18-000295	1	6	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-016143	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-016772	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-017325	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-017565	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-017606	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-017861	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-015868	1	4	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-016071	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-016088	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-016090	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-016094	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-016097	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-014827	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-014872	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-014877	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-015078	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-015088	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-015633	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001379491-18-005407	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001387131-18-005389	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001387131-18-006087	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001387131-18-006091	1	4	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001387131-18-006238	1	4	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001398344-18-014488	1	4	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-320576	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-326774	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-328907	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-330064	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001206774-18-003427	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001209286-18-000689	1	6	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-304053	1	4	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-305989	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-305994	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-309232	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-318222	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-319282	1	4	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-301794	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-301916	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-302848	1	5	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-302850	1	4	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-302851	1	5	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-303951	1	4	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-298959	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-298960	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-301680	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-301742	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-301746	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-301792	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-297272	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-297278	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-297438	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-297565	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-298151	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-298159	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001162044-18-000670	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-289152	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-289158	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-289164	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-290500	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001193125-18-297265	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001144204-18-057482	1	4	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001144204-18-061129	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001144204-18-065550	1	5	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001162044-18-000583	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001162044-18-000645	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001162044-18-000657	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-073506	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-073875	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-074264	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-074934	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-074935	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001144204-18-054139	1	4	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-064076	1	4	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-064704	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-068982	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-072290	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-072757	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-073499	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-006890	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000897101-18-001149	1	7	1	ExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-060661	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-061026	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-062069	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0001104659-18-064075	1	4	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-006228	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-006229	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-006251	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-006285	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-006560	1	4	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-006605	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-005710	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-006132	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-006133	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-006193	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-006194	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-006208	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-005528	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-005531	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-005532	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-005553	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-005554	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000894189-18-005698	1	5	1	OtherExpensesOverAssets	rr/2012	Component1OtherExpensesOverAssets	rr/2012
0000711080-18-000295	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0000827060-18-000119	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0000894189-18-005698	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0000894189-18-006098	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0000894189-18-006132	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0000894189-18-006251	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001580642-18-005499	1	5	1	ExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001580642-18-005569	1	4	1	ExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-017861	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-017982	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-018044	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-018115	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001580642-18-005341	1	4	1	ExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001580642-18-005498	1	5	1	ExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-016097	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-016143	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-016772	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-017325	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-017565	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-017606	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-015633	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-015868	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-016071	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-016088	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-016090	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-016094	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-014742	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-014827	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-014872	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-014877	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-015078	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-015088	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001379491-18-005407	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001387131-18-005389	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001387131-18-006087	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001387131-18-006091	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001387131-18-006238	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001398344-18-014488	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-319282	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-320576	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-326774	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-328907	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-330064	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001209286-18-000689	1	7	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-302851	1	4	1	ExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-304053	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-305989	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-305994	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-309232	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-318222	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-301746	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-301792	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-301794	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-301916	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-302848	1	4	1	ExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-302850	1	5	1	ExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-298151	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-298159	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-298959	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-298960	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-301680	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-301742	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-289164	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-290500	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-297265	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-297272	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-297278	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-297438	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001162044-18-000583	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001162044-18-000645	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001162044-18-000657	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001162044-18-000670	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-289152	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001193125-18-289158	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-073875	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-074264	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-074934	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-074935	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001144204-18-057482	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001144204-18-061129	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-064076	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-064704	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-068982	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-072757	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-073499	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-073506	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0000897101-18-001149	1	6	1	ExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-060661	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-061799	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-061821	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-062069	1	6	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0001104659-18-064075	1	5	1	OtherExpensesOverAssets	rr/2012	Component2OtherExpensesOverAssets	rr/2012
0000088053-18-001099	1	6	1	OtherExpensesOverAssets	rr/2012	Component3OtherExpensesOverAssets	rr/2012
0000088053-18-001101	1	6	1	OtherExpensesOverAssets	rr/2012	Component3OtherExpensesOverAssets	rr/2012
0000088053-18-001102	1	6	1	OtherExpensesOverAssets	rr/2012	Component3OtherExpensesOverAssets	rr/2012
0000827060-18-000119	1	7	1	OtherExpensesOverAssets	rr/2012	Component3OtherExpensesOverAssets	rr/2012
0000894189-18-005710	1	6	1	OtherExpensesOverAssets	rr/2012	Component3OtherExpensesOverAssets	rr/2012
0000894189-18-006098	1	6	1	OtherExpensesOverAssets	rr/2012	Component3OtherExpensesOverAssets	rr/2012
0001398344-18-016772	1	7	1	OtherExpensesOverAssets	rr/2012	Component3OtherExpensesOverAssets	rr/2012
0001398344-18-017606	1	7	1	OtherExpensesOverAssets	rr/2012	Component3OtherExpensesOverAssets	rr/2012
0001398344-18-018115	1	7	1	OtherExpensesOverAssets	rr/2012	Component3OtherExpensesOverAssets	rr/2012
0001580642-18-005341	1	7	1	ExpensesOverAssets	rr/2012	Component3OtherExpensesOverAssets	rr/2012
